geo,sector,year,elec_carb_int_inp,elec_gen_GWh_inp,elec_value_inp,emis_int_inp,emissions_MtCo2_inp,ind_val_add_2019_bln_inp,pcap_emis_int_inp,pop_inp,resi_emis_int_inp
NT,Construction,2010,,,,0.05165619997537249,0.0839,1.6242,,,
NT,Construction,2011,,,,0.052809820492258346,0.08561,1.6211,,,
NT,Construction,2012,,,,0.0380702157971418,0.09433,2.47779,,,
NT,Construction,2013,,,,0.03866633172264664,0.11775,3.0452850000000002,,,
NT,Construction,2014,,,,0.042191269435982316,0.10782,2.555505,,,
NT,Construction,2015,,,,0.044162057346303005,0.11114,2.51664,,,
NT,Construction,2016,,,,0.04189260849484254,0.12245,2.92295,,,
NT,Construction,2017,,,,0.03959180765344456,0.12225,3.0877600000000003,,,
NT,Construction,2018,,,,0.068536826495304,0.16638,2.4276,,,
NT,Construction,2019,,,,,,,,,
NT,Construction,2020,,,,,,,,,
NT,Construction,2021,,,,,,,,,
NT,Construction,2022,,,,,,,,,
NT,Construction,2023,,,,,,,,,
NT,Construction,2024,,,,,,,,,
NT,Construction,2025,,,,,,,,,
NT,Construction,2026,,,,,,,,,
NT,Construction,2027,,,,,,,,,
NT,Construction,2028,,,,,,,,,
NT,Construction,2029,,,,,,,,,
NT,Construction,2030,,,,,,,,,
NT,Construction,2031,,,,,,,,,
NT,Construction,2032,,,,,,,,,
NT,Construction,2033,,,,,,,,,
NT,Construction,2034,,,,,,,,,
NT,Construction,2035,,,,,,,,,
NT,Construction,2036,,,,,,,,,
NT,Construction,2037,,,,,,,,,
NT,Construction,2038,,,,,,,,,
NT,Construction,2039,,,,,,,,,
NT,Construction,2040,,,,,,,,,
NT,Construction,2041,,,,,,,,,
NT,Construction,2042,,,,,,,,,
NT,Construction,2043,,,,,,,,,
NT,Construction,2044,,,,,,,,,
NT,Construction,2045,,,,,,,,,
NT,Construction,2046,,,,,,,,,
NT,Construction,2047,,,,,,,,,
NT,Construction,2048,,,,,,,,,
NT,Construction,2049,,,,,,,,,
NT,Construction,2050,,,,,,,,,
NT,Electricity generation,2005,0.5960954446854665,1964.0547416516483,,,1.1707640846114382,,,,
NT,Electricity generation,2006,0.5960954446854663,1994.672612778233,,,1.1890152581159619,,,,
NT,Electricity generation,2007,0.5960954446854664,2025.767789354836,,,1.2075509512249651,,,,
NT,Electricity generation,2008,0.5960954446854664,2057.347712150009,,,1.2263755993466867,,,,
NT,Electricity generation,2009,0.5960954446854664,2089.419937927286,91.68365026054285,6.50165479877281,1.245493707033445,0.19156564683633043,,,
NT,Electricity generation,2010,0.5960954446854663,2146.305906507145,92.296388575209,6.4584915389157365,1.2794031737704197,0.19809628394824966,,,
NT,Electricity generation,2011,0.5960954446854665,2106.1312462044552,94.86339608141867,6.283724484983163,1.2554552417722002,0.19979476260814516,,,
NT,Electricity generation,2012,0.5960954446854663,2181.5853350922803,96.55250258649986,6.17379590085129,1.3004330804411248,0.21063752370916752,,,
NT,Electricity generation,2013,0.5960954446854664,2289.015415161359,95.00508500746417,6.274353047930367,1.364471661792498,0.2174681041008008,,,
NT,Electricity generation,2014,0.5960954446854664,2181.861831283775,105.03074546551441,5.675437625844398,1.3005978985613478,0.2291625746424873,,,
NT,Electricity generation,2015,0.5758938128880327,2046.8813871082982,117.60259401109889,4.896948215561316,1.178786326551343,0.24071856075697212,,,
NT,Electricity generation,2016,0.5718303764604067,2044.9307216693999,123.94389782426082,4.613622667178024,1.1693535044076642,0.25345668442428404,,,
NT,Electricity generation,2017,0.5843439911797133,2194.767012499999,121.4219558076058,4.812506826241636,1.2824989157938251,0.26649290319976593,,,
NT,Electricity generation,2018,0.5705226328449595,2689.792762308181,99.05175603667628,5.759843698618629,1.53458764855938,0.2664286964813675,,,
NT,Electricity generation,2019,,,,,,,,,
NT,Electricity generation,2020,,,,,,,,,
NT,Electricity generation,2021,,,,,,,,,
NT,Electricity generation,2022,,,,,,,,,
NT,Electricity generation,2023,,,,,,,,,
NT,Electricity generation,2024,,,,,,,,,
NT,Electricity generation,2025,,,,,,,,,
NT,Electricity generation,2026,,,,,,,,,
NT,Electricity generation,2027,,,,,,,,,
NT,Electricity generation,2028,,,,,,,,,
NT,Electricity generation,2029,,,,,,,,,
NT,Electricity generation,2030,,,,,,,,,
NT,Electricity generation,2031,,,,,,,,,
NT,Electricity generation,2032,,,,,,,,,
NT,Electricity generation,2033,,,,,,,,,
NT,Electricity generation,2034,,,,,,,,,
NT,Electricity generation,2035,,,,,,,,,
NT,Electricity generation,2036,,,,,,,,,
NT,Electricity generation,2037,,,,,,,,,
NT,Electricity generation,2038,,,,,,,,,
NT,Electricity generation,2039,,,,,,,,,
NT,Electricity generation,2040,,,,,,,,,
NT,Electricity generation,2041,,,,,,,,,
NT,Electricity generation,2042,,,,,,,,,
NT,Electricity generation,2043,,,,,,,,,
NT,Electricity generation,2044,,,,,,,,,
NT,Electricity generation,2045,,,,,,,,,
NT,Electricity generation,2046,,,,,,,,,
NT,Electricity generation,2047,,,,,,,,,
NT,Electricity generation,2048,,,,,,,,,
NT,Electricity generation,2049,,,,,,,,,
NT,Electricity generation,2050,,,,,,,,,
NT,"Gas, Water & Waste Services",2005,,,,,0.30723591538856176,,,,
NT,"Gas, Water & Waste Services",2006,,,,,0.2714118271731947,,,,
NT,"Gas, Water & Waste Services",2007,,,,,0.20582484531442602,,,,
NT,"Gas, Water & Waste Services",2008,,,,,0.6224267097347669,,,,
NT,"Gas, Water & Waste Services",2009,,,,6.694842603568636,0.7391062929665548,0.11039935316366956,,,
NT,"Gas, Water & Waste Services",2010,,,,7.149711680754975,0.8615668262295801,0.12050371605175034,,,
NT,"Gas, Water & Waste Services",2011,,,,5.458502303120087,0.7108347582277996,0.13022523739185482,,,
NT,"Gas, Water & Waste Services",2012,,,,5.681829069511606,0.7755269195588754,0.13649247629083244,,,
NT,"Gas, Water & Waste Services",2013,,,,4.2078957518366895,0.6215983382075021,0.14772189589919923,,,
NT,"Gas, Water & Waste Services",2014,,,,4.642208016537502,0.7704321014386526,0.16596242535751277,,,
NT,"Gas, Water & Waste Services",2015,,,,4.896068825306704,0.8697936734486569,0.17765143924302787,,,
NT,"Gas, Water & Waste Services",2016,,,,4.668273255928523,0.8456264955923358,0.18114331557571603,,,
NT,"Gas, Water & Waste Services",2017,,,,4.219515622154685,0.8019910842061746,0.19006709680023412,,,
NT,"Gas, Water & Waste Services",2018,,,,4.492771787332301,0.8537223514406203,0.19002130351863253,,,
NT,"Gas, Water & Waste Services",2019,,,,,,,,,
NT,"Gas, Water & Waste Services",2020,,,,,,,,,
NT,"Gas, Water & Waste Services",2021,,,,,,,,,
NT,"Gas, Water & Waste Services",2022,,,,,,,,,
NT,"Gas, Water & Waste Services",2023,,,,,,,,,
NT,"Gas, Water & Waste Services",2024,,,,,,,,,
NT,"Gas, Water & Waste Services",2025,,,,,,,,,
NT,"Gas, Water & Waste Services",2026,,,,,,,,,
NT,"Gas, Water & Waste Services",2027,,,,,,,,,
NT,"Gas, Water & Waste Services",2028,,,,,,,,,
NT,"Gas, Water & Waste Services",2029,,,,,,,,,
NT,"Gas, Water & Waste Services",2030,,,,,,,,,
NT,"Gas, Water & Waste Services",2031,,,,,,,,,
NT,"Gas, Water & Waste Services",2032,,,,,,,,,
NT,"Gas, Water & Waste Services",2033,,,,,,,,,
NT,"Gas, Water & Waste Services",2034,,,,,,,,,
NT,"Gas, Water & Waste Services",2035,,,,,,,,,
NT,"Gas, Water & Waste Services",2036,,,,,,,,,
NT,"Gas, Water & Waste Services",2037,,,,,,,,,
NT,"Gas, Water & Waste Services",2038,,,,,,,,,
NT,"Gas, Water & Waste Services",2039,,,,,,,,,
NT,"Gas, Water & Waste Services",2040,,,,,,,,,
NT,"Gas, Water & Waste Services",2041,,,,,,,,,
NT,"Gas, Water & Waste Services",2042,,,,,,,,,
NT,"Gas, Water & Waste Services",2043,,,,,,,,,
NT,"Gas, Water & Waste Services",2044,,,,,,,,,
NT,"Gas, Water & Waste Services",2045,,,,,,,,,
NT,"Gas, Water & Waste Services",2046,,,,,,,,,
NT,"Gas, Water & Waste Services",2047,,,,,,,,,
NT,"Gas, Water & Waste Services",2048,,,,,,,,,
NT,"Gas, Water & Waste Services",2049,,,,,,,,,
NT,"Gas, Water & Waste Services",2050,,,,,,,,,
NT,LULUCF,2005,,,,,6.058,,,,
NT,LULUCF,2006,,,,,7.6102,,,,
NT,LULUCF,2007,,,,,8.04206,,,,
NT,LULUCF,2008,,,,,6.93084,,,,
NT,LULUCF,2009,,,,,8.46514,,,,
NT,LULUCF,2010,,,,,5.37646,,,,
NT,LULUCF,2011,,,,,3.5044,,,,
NT,LULUCF,2012,,,,,2.3611,,,,
NT,LULUCF,2013,,,,,4.13642,,,,
NT,LULUCF,2014,,,,,3.4768000000000003,,,,
NT,LULUCF,2015,,,,,3.66947,,,,
NT,LULUCF,2016,,,,,4.44395,,,,
NT,LULUCF,2017,,,,,6.16292,,,,
NT,LULUCF,2018,,,,,5.50675,,,,
NT,LULUCF,2019,,,,,,,,,
NT,LULUCF,2020,,,,,,,,,
NT,LULUCF,2021,,,,,,,,,
NT,LULUCF,2022,,,,,,,,,
NT,LULUCF,2023,,,,,,,,,
NT,LULUCF,2024,,,,,,,,,
NT,LULUCF,2025,,,,,,,,,
NT,LULUCF,2026,,,,,,,,,
NT,LULUCF,2027,,,,,,,,,
NT,LULUCF,2028,,,,,,,,,
NT,LULUCF,2029,,,,,,,,,
NT,LULUCF,2030,,,,,,,,,
NT,LULUCF,2031,,,,,,,,,
NT,LULUCF,2032,,,,,,,,,
NT,LULUCF,2033,,,,,,,,,
NT,LULUCF,2034,,,,,,,,,
NT,LULUCF,2035,,,,,,,,,
NT,LULUCF,2036,,,,,,,,,
NT,LULUCF,2037,,,,,,,,,
NT,LULUCF,2038,,,,,,,,,
NT,LULUCF,2039,,,,,,,,,
NT,LULUCF,2040,,,,,,,,,
NT,LULUCF,2041,,,,,,,,,
NT,LULUCF,2042,,,,,,,,,
NT,LULUCF,2043,,,,,,,,,
NT,LULUCF,2044,,,,,,,,,
NT,LULUCF,2045,,,,,,,,,
NT,LULUCF,2046,,,,,,,,,
NT,LULUCF,2047,,,,,,,,,
NT,LULUCF,2048,,,,,,,,,
NT,LULUCF,2049,,,,,,,,,
NT,LULUCF,2050,,,,,,,,,
NT,Manufacturing,2005,,,,,1.7,,,,
NT,Manufacturing,2006,,,,,1.6768018497036155,,,,
NT,Manufacturing,2007,,,,,1.7532076248597508,,,,
NT,Manufacturing,2008,,,,,2.06656531174017,,,,
NT,Manufacturing,2009,,,,1.2390607522993071,1.56748,1.265055,,,
NT,Manufacturing,2010,,,,1.2568549573403942,1.70882,1.3596,,,
NT,Manufacturing,2011,,,,1.2003990797023236,1.69045,1.40824,,,
NT,Manufacturing,2012,,,,1.2010374493927127,1.70874,1.4227199999999998,,,
NT,Manufacturing,2013,,,,1.0541380456256824,1.4433099999999999,1.369185,,,
NT,Manufacturing,2014,,,,0.8641814132159149,1.0922,1.263855,,,
NT,Manufacturing,2015,,,,0.16341738836235492,0.18596000000000001,1.1379450000000002,,,
NT,Manufacturing,2016,,,,0.10530526233634464,0.10794,1.02502,,,
NT,Manufacturing,2017,,,,0.11631139944392956,0.11044,0.94952,,,
NT,Manufacturing,2018,,,,0.11664019763543321,0.11237,0.96339,,,
NT,Manufacturing,2019,,,,,,,,,
NT,Manufacturing,2020,,,,,,,,,
NT,Manufacturing,2021,,,,,,,,,
NT,Manufacturing,2022,,,,,,,,,
NT,Manufacturing,2023,,,,,,,,,
NT,Manufacturing,2024,,,,,,,,,
NT,Manufacturing,2025,,,,,,,,,
NT,Manufacturing,2026,,,,,,,,,
NT,Manufacturing,2027,,,,,,,,,
NT,Manufacturing,2028,,,,,,,,,
NT,Manufacturing,2029,,,,,,,,,
NT,Manufacturing,2030,,,,,,,,,
NT,Manufacturing,2031,,,,,,,,,
NT,Manufacturing,2032,,,,,,,,,
NT,Manufacturing,2033,,,,,,,,,
NT,Manufacturing,2034,,,,,,,,,
NT,Manufacturing,2035,,,,,,,,,
NT,Manufacturing,2036,,,,,,,,,
NT,Manufacturing,2037,,,,,,,,,
NT,Manufacturing,2038,,,,,,,,,
NT,Manufacturing,2039,,,,,,,,,
NT,Manufacturing,2040,,,,,,,,,
NT,Manufacturing,2041,,,,,,,,,
NT,Manufacturing,2042,,,,,,,,,
NT,Manufacturing,2043,,,,,,,,,
NT,Manufacturing,2044,,,,,,,,,
NT,Manufacturing,2045,,,,,,,,,
NT,Manufacturing,2046,,,,,,,,,
NT,Manufacturing,2047,,,,,,,,,
NT,Manufacturing,2048,,,,,,,,,
NT,Manufacturing,2049,,,,,,,,,
NT,Manufacturing,2050,,,,,,,,,
NT,Mining,2005,,,,,0.773,,,,
NT,Mining,2006,,,,,1.5619910907396235,,,,
NT,Mining,2007,,,,,1.7746712908480835,,,,
NT,Mining,2008,,,,,1.6011016221674916,,,,
NT,Mining,2009,,,,0.4489119017541912,2.42537,5.402774999999999,,,
NT,Mining,2010,,,,0.4855136371059938,2.37824,4.8984,,,
NT,Mining,2011,,,,0.4014417891590398,2.0843499999999997,5.192159999999999,,,
NT,Mining,2012,,,,0.3914979018427294,2.03851,5.20695,,,
NT,Mining,2013,,,,0.4706552050185507,2.4514899999999997,5.208675,,,
NT,Mining,2014,,,,0.5762396934153988,2.67948,4.649940000000001,,,
NT,Mining,2015,,,,0.8346573912260409,2.9659299999999997,3.5534700000000004,,,
NT,Mining,2016,,,,1.0156554698900984,3.14581,3.0973200000000003,,,
NT,Mining,2017,,,,0.7974662985220073,2.5532,3.2016400000000003,,,
NT,Mining,2018,,,,0.654882096554018,2.8352399999999998,4.32939,,,
NT,Mining,2019,,,,,,,,,
NT,Mining,2020,,,,,,,,,
NT,Mining,2021,,,,,,,,,
NT,Mining,2022,,,,,,,,,
NT,Mining,2023,,,,,,,,,
NT,Mining,2024,,,,,,,,,
NT,Mining,2025,,,,,,,,,
NT,Mining,2026,,,,,,,,,
NT,Mining,2027,,,,,,,,,
NT,Mining,2028,,,,,,,,,
NT,Mining,2029,,,,,,,,,
NT,Mining,2030,,,,,,,,,
NT,Mining,2031,,,,,,,,,
NT,Mining,2032,,,,,,,,,
NT,Mining,2033,,,,,,,,,
NT,Mining,2034,,,,,,,,,
NT,Mining,2035,,,,,,,,,
NT,Mining,2036,,,,,,,,,
NT,Mining,2037,,,,,,,,,
NT,Mining,2038,,,,,,,,,
NT,Mining,2039,,,,,,,,,
NT,Mining,2040,,,,,,,,,
NT,Mining,2041,,,,,,,,,
NT,Mining,2042,,,,,,,,,
NT,Mining,2043,,,,,,,,,
NT,Mining,2044,,,,,,,,,
NT,Mining,2045,,,,,,,,,
NT,Mining,2046,,,,,,,,,
NT,Mining,2047,,,,,,,,,
NT,Mining,2048,,,,,,,,,
NT,Mining,2049,,,,,,,,,
NT,Mining,2050,,,,,,,,,
NT,Overall,2005,,,,,,,,0.207385,
NT,Overall,2006,,,,,,,,0.211029,
NT,Overall,2007,,,,,,,,0.216618,
NT,Overall,2008,,,,,,,,0.222526,
NT,Overall,2009,,,,,,,80.55794219274688,0.226027,2.0988642949736094
NT,Overall,2010,,,,,,,69.18551819582379,0.229778,2.081661429727824
NT,Overall,2011,,,,,,,60.6684191411722,0.231292,2.1740916244401016
NT,Overall,2012,,,,,,,54.953818112455764,0.235915,1.9670220206430282
NT,Overall,2013,,,,,,,61.282795939136705,0.241722,1.9177402139648028
NT,Overall,2014,,,,,,,58.24623086613915,0.242894,1.919767470583876
NT,Overall,2015,,,,,,,56.02349075572556,0.244692,2.0217252709528712
NT,Overall,2016,,,,,,,60.16220418596699,0.245678,2.183223569061943
NT,Overall,2017,,,,,,,64.28375306368838,0.247659,2.12090010861709
NT,Overall,2018,,,,,,,64.30763503018463,0.249796,2.385986965363737
NT,Overall,2019,,,,,,,,0.252035,
NT,Overall,2020,,,,,,,,0.254322,
NT,Overall,2021,,,,,,,,0.25711,
NT,Overall,2022,,,,,,,,0.259911,
NT,Overall,2023,,,,,,,,0.263224,
NT,Overall,2024,,,,,,,,0.266539,
NT,Overall,2025,,,,,,,,0.269844,
NT,Overall,2026,,,,,,,,0.273668,
NT,Overall,2027,,,,,,,,0.277485,
NT,Overall,2028,,,,,,,,0.281308,
NT,Overall,2029,,,,,,,,0.285135,
NT,Overall,2030,,,,,,,,0.288967,
NT,Overall,2031,,,,,,,,0.292807,
NT,Overall,2032,,,,,,,,0.29665,
NT,Overall,2033,,,,,,,,0.300499,
NT,Overall,2034,,,,,,,,0.304354,
NT,Overall,2035,,,,,,,,0.308217,
NT,Overall,2036,,,,,,,,0.31209,
NT,Overall,2037,,,,,,,,0.315979,
NT,Overall,2038,,,,,,,,0.319883,
NT,Overall,2039,,,,,,,,0.323808,
NT,Overall,2040,,,,,,,,0.327753,
NT,Overall,2041,,,,,,,,0.331718,
NT,Overall,2042,,,,,,,,0.335704,
NT,Overall,2043,,,,,,,,0.339712,
NT,Overall,2044,,,,,,,,0.343743,
NT,Overall,2045,,,,,,,,0.347796,
NT,Overall,2046,,,,,,,,0.351872,
NT,Overall,2047,,,,,,,,0.355972,
NT,Overall,2048,,,,,,,,0.360096,
NT,Overall,2049,,,,,,,,0.364244,
NT,Overall,2050,,,,,,,,0.368415,
NT,Residential,2005,,,,,0.454,,,,
NT,Residential,2006,,,,,0.4659021292343916,,,,
NT,Residential,2007,,,,,0.47718042680425143,,,,
NT,Residential,2008,,,,,0.4963075133773717,,,,
NT,Residential,2009,,,,,0.4744,,,,
NT,Residential,2010,,,,,0.47831999999999997,,,,
NT,Residential,2011,,,,,0.50285,,,,
NT,Residential,2012,,,,,0.46405,,,,
NT,Residential,2013,,,,,0.46356,,,,
NT,Residential,2014,,,,,0.4663,,,,
NT,Residential,2015,,,,,0.4947,,,,
NT,Residential,2016,,,,,0.53637,,,,
NT,Residential,2017,,,,,0.52526,,,,
NT,Residential,2018,,,,,0.59601,,,,
NT,Residential,2019,,,,,,,,,
NT,Residential,2020,,,,,,,,,
NT,Residential,2021,,,,,,,,,
NT,Residential,2022,,,,,,,,,
NT,Residential,2023,,,,,,,,,
NT,Residential,2024,,,,,,,,,
NT,Residential,2025,,,,,,,,,
NT,Residential,2026,,,,,,,,,
NT,Residential,2027,,,,,,,,,
NT,Residential,2028,,,,,,,,,
NT,Residential,2029,,,,,,,,,
NT,Residential,2030,,,,,,,,,
NT,Residential,2031,,,,,,,,,
NT,Residential,2032,,,,,,,,,
NT,Residential,2033,,,,,,,,,
NT,Residential,2034,,,,,,,,,
NT,Residential,2035,,,,,,,,,
NT,Residential,2036,,,,,,,,,
NT,Residential,2037,,,,,,,,,
NT,Residential,2038,,,,,,,,,
NT,Residential,2039,,,,,,,,,
NT,Residential,2040,,,,,,,,,
NT,Residential,2041,,,,,,,,,
NT,Residential,2042,,,,,,,,,
NT,Residential,2043,,,,,,,,,
NT,Residential,2044,,,,,,,,,
NT,Residential,2045,,,,,,,,,
NT,Residential,2046,,,,,,,,,
NT,Residential,2047,,,,,,,,,
NT,Residential,2048,,,,,,,,,
NT,Residential,2049,,,,,,,,,
NT,Residential,2050,,,,,,,,,
NT,Services,2005,,,,,0.211,,,,
NT,Services,2006,,,,,0.17316804929181706,,,,
NT,Services,2007,,,,,0.21488127332626505,,,,
NT,Services,2008,,,,,0.26799723148464827,,,,
NT,Services,2009,,,,0.024153118866912314,0.21543,8.919345,,,
NT,Services,2010,,,,0.02236300352306974,0.21074,9.4236,,,
NT,Services,2011,,,,0.022877208131249143,0.22679,9.913359999999999,,,
NT,Services,2012,,,,0.021028723348299885,0.21988999999999997,10.45665,,,
NT,Services,2013,,,,0.021774598656014034,0.23429,10.759785,,,
NT,Services,2014,,,,0.029118488024733557,0.32074,11.014995,,,
NT,Services,2015,,,,0.0234759052479817,0.26232,11.17401,,,
NT,Services,2016,,,,0.024820331278696935,0.28634,11.53651,,,
NT,Services,2017,,,,0.024853840740540246,0.29384,11.82272,,,
NT,Services,2018,,,,0.03397494637755265,0.40264999999999995,11.85138,,,
NT,Services,2019,,,,,,,,,
NT,Services,2020,,,,,,,,,
NT,Services,2021,,,,,,,,,
NT,Services,2022,,,,,,,,,
NT,Services,2023,,,,,,,,,
NT,Services,2024,,,,,,,,,
NT,Services,2025,,,,,,,,,
NT,Services,2026,,,,,,,,,
NT,Services,2027,,,,,,,,,
NT,Services,2028,,,,,,,,,
NT,Services,2029,,,,,,,,,
NT,Services,2030,,,,,,,,,
NT,Services,2031,,,,,,,,,
NT,Services,2032,,,,,,,,,
NT,Services,2033,,,,,,,,,
NT,Services,2034,,,,,,,,,
NT,Services,2035,,,,,,,,,
NT,Services,2036,,,,,,,,,
NT,Services,2037,,,,,,,,,
NT,Services,2038,,,,,,,,,
NT,Services,2039,,,,,,,,,
NT,Services,2040,,,,,,,,,
NT,Services,2041,,,,,,,,,
NT,Services,2042,,,,,,,,,
NT,Services,2043,,,,,,,,,
NT,Services,2044,,,,,,,,,
NT,Services,2045,,,,,,,,,
NT,Services,2046,,,,,,,,,
NT,Services,2047,,,,,,,,,
NT,Services,2048,,,,,,,,,
NT,Services,2049,,,,,,,,,
NT,Services,2050,,,,,,,,,
National,Agriculture & Forestry,2005,,,,,80.05608221542181,,,,
National,Agriculture & Forestry,2006,,,,,78.54734176043739,,,,
National,Agriculture & Forestry,2007,,,,,74.6508876864101,,,,
National,Agriculture & Forestry,2008,,,,6.821883773742895,72.1456894195976,25.03,,,
National,Agriculture & Forestry,2009,,,,6.388338054266287,72.4685237168389,25.954845000000002,,,
National,Agriculture & Forestry,2010,,,,5.659509173913931,70.1408605000714,27.369,,,
National,Agriculture & Forestry,2011,,,,4.844226351191662,74.728114516894,28.533679999999997,,,
National,Agriculture & Forestry,2012,,,,4.746992119737002,76.1735639227974,29.512889999999995,,,
National,Agriculture & Forestry,2013,,,,4.715957477672239,76.3691376972031,29.49492,,,
National,Agriculture & Forestry,2014,,,,4.662795571398555,76.84153714746999,30.344510000000003,,,
National,Agriculture & Forestry,2015,,,,3.8391284589631773,74.03708594508949,31.77044,,,
National,Agriculture & Forestry,2016,,,,3.0278546594542624,73.1227049425066,34.618010000000005,,,
National,Agriculture & Forestry,2017,,,,2.931778955639986,77.0180623879867,34.89876,,,
National,Agriculture & Forestry,2018,,,,3.2570331537953874,75.5876385698675,32.60532,,,
National,Agriculture & Forestry,2019,,,,,,,,,
National,Agriculture & Forestry,2020,,,,,,,,,
National,Agriculture & Forestry,2021,,,,,,,,,
National,Agriculture & Forestry,2022,,,,,,,,,
National,Agriculture & Forestry,2023,,,,,,,,,
National,Agriculture & Forestry,2024,,,,,,,,,
National,Agriculture & Forestry,2025,,,,,,,,,
National,Agriculture & Forestry,2026,,,,,,,,,
National,Agriculture & Forestry,2027,,,,,,,,,
National,Agriculture & Forestry,2028,,,,,,,,,
National,Agriculture & Forestry,2029,,,,,,,,,
National,Agriculture & Forestry,2030,,,,,,,,,
National,Agriculture & Forestry,2031,,,,,,,,,
National,Agriculture & Forestry,2032,,,,,,,,,
National,Agriculture & Forestry,2033,,,,,,,,,
National,Agriculture & Forestry,2034,,,,,,,,,
National,Agriculture & Forestry,2035,,,,,,,,,
National,Agriculture & Forestry,2036,,,,,,,,,
National,Agriculture & Forestry,2037,,,,,,,,,
National,Agriculture & Forestry,2038,,,,,,,,,
National,Agriculture & Forestry,2039,,,,,,,,,
National,Agriculture & Forestry,2040,,,,,,,,,
National,Agriculture & Forestry,2041,,,,,,,,,
National,Agriculture & Forestry,2042,,,,,,,,,
National,Agriculture & Forestry,2043,,,,,,,,,
National,Agriculture & Forestry,2044,,,,,,,,,
National,Agriculture & Forestry,2045,,,,,,,,,
National,Agriculture & Forestry,2046,,,,,,,,,
National,Agriculture & Forestry,2047,,,,,,,,,
National,Agriculture & Forestry,2048,,,,,,,,,
National,Agriculture & Forestry,2049,,,,,,,,,
National,Agriculture & Forestry,2050,,,,,,,,,
National,Commercial Transport,2005,,,,,22.471582506347517,,,,
National,Commercial Transport,2006,,,,,23.282129778901197,,,,
National,Commercial Transport,2007,,,,,24.789692368825538,,,,
National,Commercial Transport,2008,,,,0.5435550511910675,25.401197632361033,62.605625,,,
National,Commercial Transport,2009,,,,0.5123652365336635,26.197793682423562,63.586695,,,
National,Commercial Transport,2010,,,,0.43969726217388905,27.159793364115608,67.1454,,,
National,Commercial Transport,2011,,,,0.4952329490707454,28.4635549897887,70.53437999999998,,,
National,Commercial Transport,2012,,,,0.3198947370105061,29.13739190226682,74.11937999999999,,,
National,Commercial Transport,2013,,,,0.289213663142519,29.559061425604135,73.670145,,,
National,Commercial Transport,2014,,,,0.30627635413496485,29.300216513106392,74.160875,,,
National,Commercial Transport,2015,,,,0.3671612864257083,30.658456090945705,75.93897,,,
National,Commercial Transport,2016,,,,0.3074806708024632,31.451172488316864,77.74941,,,
National,Commercial Transport,2017,,,,0.28882037705606445,31.754745534115692,78.83512,,,
National,Commercial Transport,2018,,,,0.24692115472532672,32.69624753877803,79.73747999999999,,,
National,Commercial Transport,2019,,,,,,,,,
National,Commercial Transport,2020,,,,,,,,,
National,Commercial Transport,2021,,,,,,,,,
National,Commercial Transport,2022,,,,,,,,,
National,Commercial Transport,2023,,,,,,,,,
National,Commercial Transport,2024,,,,,,,,,
National,Commercial Transport,2025,,,,,,,,,
National,Commercial Transport,2026,,,,,,,,,
National,Commercial Transport,2027,,,,,,,,,
National,Commercial Transport,2028,,,,,,,,,
National,Commercial Transport,2029,,,,,,,,,
National,Commercial Transport,2030,,,,,,,,,
National,Commercial Transport,2031,,,,,,,,,
National,Commercial Transport,2032,,,,,,,,,
National,Commercial Transport,2033,,,,,,,,,
National,Commercial Transport,2034,,,,,,,,,
National,Commercial Transport,2035,,,,,,,,,
National,Commercial Transport,2036,,,,,,,,,
National,Commercial Transport,2037,,,,,,,,,
National,Commercial Transport,2038,,,,,,,,,
National,Commercial Transport,2039,,,,,,,,,
National,Commercial Transport,2040,,,,,,,,,
National,Commercial Transport,2041,,,,,,,,,
National,Commercial Transport,2042,,,,,,,,,
National,Commercial Transport,2043,,,,,,,,,
National,Commercial Transport,2044,,,,,,,,,
National,Commercial Transport,2045,,,,,,,,,
National,Commercial Transport,2046,,,,,,,,,
National,Commercial Transport,2047,,,,,,,,,
National,Commercial Transport,2048,,,,,,,,,
National,Commercial Transport,2049,,,,,,,,,
National,Commercial Transport,2050,,,,,,,,,
National,Construction,2005,,,,,9.244847988941611,,,,
National,Construction,2006,,,,,9.229878009543544,,,,
National,Construction,2007,,,,,9.117336950099999,,,,
National,Construction,2008,,,,0.18294235857923863,9.18111389909478,94.06875,,,
National,Construction,2009,,,,0.18031129305456697,8.673653591621415,94.80470999999999,,,
National,Construction,2010,,,,0.17466050493228533,8.39160736793626,102.9948,,,
National,Construction,2011,,,,0.16344054324575014,8.66289257645721,107.41078,,,
National,Construction,2012,,,,0.14577218058240912,8.536947803609339,108.64313999999999,,,
National,Construction,2013,,,,0.13051305898994334,8.887644351306411,111.38017500000001,,,
National,Construction,2014,,,,0.12620399182674177,9.075953159826586,114.55573000000001,,,
National,Construction,2015,,,,0.12024136353747655,9.207273169182386,119.27932000000001,,,
National,Construction,2016,,,,0.12407022862831506,9.773996185037962,122.68016,,,
National,Construction,2017,,,,0.12622235611570698,9.911126916112217,121.12360000000001,,,
National,Construction,2018,,,,0.11913602165255374,9.849447166341164,129.21258,,,
National,Construction,2019,,,,,,,,,
National,Construction,2020,,,,,,,,,
National,Construction,2021,,,,,,,,,
National,Construction,2022,,,,,,,,,
National,Construction,2023,,,,,,,,,
National,Construction,2024,,,,,,,,,
National,Construction,2025,,,,,,,,,
National,Construction,2026,,,,,,,,,
National,Construction,2027,,,,,,,,,
